property_id,price,predicted_price,size_sqm,location,project,cluster_label,timestamp
8195814,950000,421762.6194575508,79,UAE,,Low-Value,2025-05-18 14:41:05
8278687,1280000,1053444.7269357368,80,UAE,,Low-Value,2025-05-18 14:41:05
8158918,1480000,1520406.1859493516,75,UAE,Aldar,Low-Value,2025-05-18 14:41:05
8265433,3160000,3536132.3083493635,155,UAE,Cosmo Develpments,Low-Value,2025-05-18 14:41:05
8260780,1480000,1383438.2023776425,113,UAE,,Low-Value,2025-05-18 14:41:14
7817725,2513000,2741655.100542452,134,UAE,,Low-Value,2025-05-18 14:41:14
8196038,2373051,2668130.4808699116,150,UAE,,Low-Value,2025-05-18 14:41:14
8160405,1350000,1269469.182705935,85,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:14
8251254,577000,-258064.88207807392,56,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:14
8234445,2300100,2527449.2638522256,109,UAE,Aldar,Low-Value,2025-05-18 14:41:14
8209811,1422000,1299902.7468813863,102,UAE,Burtville Development,Low-Value,2025-05-18 14:41:14
8251192,788900,287776.6081821271,88,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:14
8192701,970000,525614.0583981685,66,UAE,,Low-Value,2025-05-18 14:41:14
8191895,1199999,879952.388987768,87,UAE,,Low-Value,2025-05-18 14:41:14
8247249,1865000,2009341.4699776499,135,UAE,,Low-Value,2025-05-18 14:41:14
8212133,2200000,2508979.0474986862,152,UAE,,Low-Value,2025-05-18 14:41:14
8182925,1150000,973483.1825992484,65,UAE,Aldar,Low-Value,2025-05-18 14:41:14
8182967,1400000,1535559.208392948,66,UAE,Aldar,Low-Value,2025-05-18 14:41:14
8218560,7600100,7464231.717680985,177,UAE,Aldar,Mid-Value,2025-05-18 14:41:14
8227891,1850000,2042428.955525769,89,UAE,Burtville Development,Low-Value,2025-05-18 14:41:14
8183636,3000000,3305433.1567765446,142,UAE,Aldar,Low-Value,2025-05-18 14:41:14
8163506,920000,880881.7028490198,46,UAE,Aldar,Low-Value,2025-05-18 14:41:14
8136811,4900000,5366928.910158014,141,UAE,Aldar,Low-Value,2025-05-18 14:41:14
8218851,7250000,6958171.95786728,229,UAE,Aldar,Mid-Value,2025-05-18 14:41:14
8194021,1450000,1465479.6544881873,83,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:22
8260701,2450000,3849881.314391015,68,UAE,Aldar,Low-Value,2025-05-18 14:41:22
8177154,1180000,1053868.2504607886,71,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:22
8206915,634930,-46967.99817513209,51,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:22
8206939,634846,-60391.85408467287,52,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:22
8206894,632030,-68678.6983170174,52,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:22
8175717,958000,481298.1112182569,75,UAE,Bloom Holding,Low-Value,2025-05-18 14:41:22
8195323,1000000,1357022.082005389,42,UAE,,Low-Value,2025-05-18 14:41:22
8205729,1197000,997498.2478621826,89,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:22
8260789,1250000,972711.956135409,85,UAE,,Low-Value,2025-05-18 14:41:22
8168704,1755303,2220627.413356846,70,UAE,Aldar,Low-Value,2025-05-18 14:41:22
8205736,1400000,1507686.2268852806,126,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:22
8165807,1051000,728981.7920190757,101,UAE,Bloom Holding,Low-Value,2025-05-18 14:41:22
8134260,1600000,1638270.2689545415,83,UAE,Aldar,Low-Value,2025-05-18 14:41:22
8179079,4863900,5101556.745972158,183,UAE,Aldar,Low-Value,2025-05-18 14:41:22
8189507,2500000,2744418.608951781,120,UAE,Aldar,Low-Value,2025-05-18 14:41:22
8211266,4000000,5653697.326158991,90,UAE,Aldar,Low-Value,2025-05-18 14:41:22
8205684,1220000,1109793.8272202108,121,UAE,,Low-Value,2025-05-18 14:41:22
8188869,2000000,2134614.6998187564,102,UAE,Aldar,Low-Value,2025-05-18 14:41:22
8196252,1500000,1967952.940638516,60,UAE,Advanced Properties Development,Low-Value,2025-05-18 14:41:22
8205700,799000,261192.48368883412,81,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:31
8218564,1650000,1683123.0648221057,91,UAE,Burtville Development,Low-Value,2025-05-18 14:41:31
8207530,548000,-317854.70176294167,56,UAE,Tamouh - LMS,Low-Value,2025-05-18 14:41:31
8205691,599000,-175677.61974844057,53,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:31
8198400,1100000,991432.9894701084,111,UAE,Tamouh - LMS,Low-Value,2025-05-18 14:41:31
8198399,970000,789832.6596523393,109,UAE,Tamouh - LMS,Low-Value,2025-05-18 14:41:31
8198784,999999,633673.180588563,64,UAE,Aldar,Low-Value,2025-05-18 14:41:31
8165520,1334000,1236199.000116813,86,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:31
8112586,1550000,1582870.9790096637,80,UAE,Aldar,Low-Value,2025-05-18 14:41:31
8205680,1040000,616412.9614868369,92,UAE,,Low-Value,2025-05-18 14:41:31
8142111,2708500,2997683.5281511657,144,UAE,Aldar,Low-Value,2025-05-18 14:41:31
8193320,1727000,2186249.075571173,155,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:31
8192802,750000,165395.46017595986,60,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:31
8057013,1450000,1390269.6589828664,79,UAE,,Low-Value,2025-05-18 14:41:31
8145897,1753692,1748448.7324123867,104,UAE,,Low-Value,2025-05-18 14:41:31
8128778,790000,99017.57596396841,69,UAE,,Low-Value,2025-05-18 14:41:31
8155388,650000,-151641.79815213336,53,UAE,,Low-Value,2025-05-18 14:41:31
8095038,3084156,3612276.0759976804,110,UAE,Aldar,Low-Value,2025-05-18 14:41:31
8184303,10293085,8907735.224562122,244,UAE,,Mid-Value,2025-05-18 14:41:31
8091291,2300000,2606576.5912929,150,UAE,Aldar,Low-Value,2025-05-18 14:41:31
8208224,645936,1357.7865158389322,50,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:39
8107477,1500000,1590989.8948329547,80,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:39
8139037,950000,421762.6194575508,79,UAE,,Low-Value,2025-05-18 14:41:39
8142490,2199999,2488101.2289074743,131,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:39
8109926,1270000,1255989.2359746322,65,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8094527,1600000,2738454.3538186904,51,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8028700,1000000,1579876.8371242387,39,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8140901,1420000,1286104.6777616385,100,UAE,Bloom Holding,Low-Value,2025-05-18 14:41:39
8088857,684300,57476.42952617863,54,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:39
8154734,1500000,2005339.9856703011,166,UAE,,Low-Value,2025-05-18 14:41:39
8104936,2337073,2535961.1907402165,115,UAE,,Low-Value,2025-05-18 14:41:39
8178150,2137200,2325706.7906484334,104,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8177726,2121800,2414258.078767007,93,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8118814,3900000,4478779.377275825,123,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8109075,1900000,2433724.4018108686,162,UAE,Q Properties,Low-Value,2025-05-18 14:41:39
8058195,1390000,1422053.5951363444,70,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8030445,1750000,1777587.7704995703,97,UAE,Aldar,Low-Value,2025-05-18 14:41:39
8089918,3214000,3877907.116317598,190,UAE,Nine Yards,Low-Value,2025-05-18 14:41:39
8021257,750000,407785.3807612313,44,UAE,Bloom Holding,Low-Value,2025-05-18 14:41:39
8058211,2244364,2425568.347273167,115,UAE,Aldar,Low-Value,2025-05-18 14:41:39
7991034,2585000,2927417.7920962665,109,UAE,Aldar,Low-Value,2025-05-18 14:41:47
7974692,3000000,3305433.1567765446,142,UAE,Aldar,Low-Value,2025-05-18 14:41:47
8045125,900000,2035767.8387984214,30,UAE,Aldar,Low-Value,2025-05-18 14:41:47
8034392,4000000,5706654.174955888,89,UAE,Aldar,Low-Value,2025-05-18 14:41:47
8013404,2166000,2321293.725256061,115,UAE,Aldar,Low-Value,2025-05-18 14:41:47
8022198,3300000,4352892.58464936,93,UAE,Aldar,Low-Value,2025-05-18 14:41:47
8014198,700000,8127.677168538794,52,UAE,,Low-Value,2025-05-18 14:41:47
7925080,1450000,1378620.9654563619,80,UAE,,Low-Value,2025-05-18 14:41:47
7930173,1312600,1180073.9818909857,92,UAE,Q Properties,Low-Value,2025-05-18 14:41:47
7978117,2360000,2566468.8761440534,115,UAE,,Low-Value,2025-05-18 14:41:47
7966620,1300000,1282177.443678814,67,UAE,Aldar,Low-Value,2025-05-18 14:41:47
8013399,1050000,618592.3090075129,88,UAE,,Low-Value,2025-05-18 14:41:47
7887433,920000,880881.7028490198,46,UAE,Aldar,Low-Value,2025-05-18 14:41:47
8034389,4000000,4526097.271420827,128,UAE,Aldar,Low-Value,2025-05-18 14:41:47
7916997,950000,688785.8387956358,110,UAE,DAMAC Properties,Low-Value,2025-05-18 14:41:47
7925430,1850000,2212915.5170920305,147,UAE,Q Properties,Low-Value,2025-05-18 14:41:47
7938259,1450000,1378620.9654563619,80,UAE,,Low-Value,2025-05-18 14:41:47
7891765,8500000,7985673.8020798005,286,UAE,,Mid-Value,2025-05-18 14:41:54
7934452,906571,1016619.9443163872,42,UAE,,Low-Value,2025-05-18 14:41:54
7920991,1350000,1171183.6405397234,84,UAE,Aldar,Low-Value,2025-05-18 14:41:54
7965440,1285000,1138949.34256237,96,UAE,Q Properties,Low-Value,2025-05-18 14:41:54
7841103,2600000,3279638.630770498,190,UAE,,Low-Value,2025-05-18 14:41:54
7899087,1586000,1636400.7277448112,93,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:54
7870167,850000,222628.73275391757,73,UAE,,Low-Value,2025-05-18 14:41:54
7829416,3200000,3536712.782090787,155,UAE,Aldar,Low-Value,2025-05-18 14:41:54
7920982,1150000,989210.1748643098,71,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:54
7809454,1677000,2378548.993629914,172,UAE,Reportage Properties Developer,Low-Value,2025-05-18 14:41:54
7769759,848884,683600.226825723,45,UAE,Aldar,Low-Value,2025-05-18 14:41:54
7792023,1400000,1325446.888523735,92,UAE,Q Properties,Low-Value,2025-05-18 14:41:54
7769785,2350000,2604591.3618957773,108,UAE,Aldar,Low-Value,2025-05-18 14:41:54
7769432,867000,642866.7853718735,51,UAE,Radiant Real Estate,Low-Value,2025-05-18 14:41:54
7769800,2350000,2610720.978124623,143,UAE,Aldar,Low-Value,2025-05-18 14:41:54
7769479,1650000,1623485.7199743232,96,UAE,Aldar,Low-Value,2025-05-18 14:41:54
7650665,1100000,726042.8616208509,76,UAE,,Low-Value,2025-05-18 14:41:54
7592551,2000000,2240615.9739502743,145,UAE,,Low-Value,2025-05-18 14:41:54
7769204,4500000,4924020.145372145,207,UAE,Aldar,Low-Value,2025-05-18 14:41:54
7719921,2050000,2357968.4104148047,152,UAE,,Low-Value,2025-05-18 14:41:54
